,date,text,GPE
1318,2016/04/25_14:43,Do your partâ€” #WearOrange on June 2.https://amp.twimg.com/v/43b27caf-3516-43d6-9a0e-93c956048e13Â â€¦,[]
1319,2016/04/25_12:22,We're already seeing the effects of climate change.,[]
1320,2016/04/25_12:22,Denial is unacceptable.,[]
1321,2016/04/25_12:22,#ActOnClimatepic.twitter.com/k3sphu7KgC,[]
1322,2016/04/25_10:28,Show your support for bold moves to combat climate changeâ€”add your name: http://ofa.bo/yRPÂ  #ActOnClimate,[]
1323,2016/04/25_08:24,Carbon pollution is the biggest contributor to climate changeâ€”and President Obama is taking it head on.pic.twitter.com/lZlIAyD9UV,[]
1324,2016/04/23_12:36,We have criminal justice policies including unfair sentencing laws that need to be reformed.,[]
1325,2016/04/23_12:36,â€”President Obamahttp://ofa.bo/iA8DÂ,[]
1326,2016/04/23_11:07,In the weekly address President Obama talks about his efforts to improve our criminal justice system.,[]
1327,2016/04/23_11:07,http://ofa.bo/iA8CÂ  #FixTheSystem,[]
1328,2016/04/23_08:55,From our family to yours chag sameach.,[]
1329,2016/04/23_08:55,â€”President Obama #Passover,[]
1330,2016/04/22_15:35,Happy #EarthDay.pic.twitter.com/grX8lqPkKI,[]
1331,2016/04/22_14:53,We can tackle climate changeâ€”but it's going to take all of us working together.,[]
1332,2016/04/22_14:53,#ActOnClimatepic.twitter.com/LEvJFzebLA,[]
1333,2016/04/22_12:34,Bold action on climate change matters.,[]
1334,2016/04/22_12:34,#ActOnClimatepic.twitter.com/fzKtmRyFCQ,[]
1335,2016/04/22_11:08,Say you'll stand up for bold action to fight climate change: http://ofa.bo/jA3WÂ  #ActOnClimate,[]
1336,2016/04/22_09:08,The Paris Agreement is a big deal.,[]
1337,2016/04/22_09:08,#ActOnClimatepic.twitter.com/j75MzQKH0V,[]
1338,2016/04/21_13:07,A strong spirit transcends rules' Prince once saidâ€”and nobody's spirit was stronger bolder or more creative.,[]
1339,2016/04/21_13:07,â€”President Obama,[]
1340,2016/04/21_09:21,President Obama is investing in a more sustainable future.,[]
1341,2016/04/21_09:21,#ActOnClimatepic.twitter.com/MbDFRg0QcP,[]
1342,2016/04/20_12:37,We can't let climate change deniers derail progressâ€”say you stand for bold action: http://ofa.bo/jA3PÂ  #ActOnClimate,[]
1343,2016/04/20_10:26,Continuing to invest in clean energy like solar power is critical in the fight to #ActOnClimate.pic.twitter.com/wvIKlRDDOD,[]
1344,2016/04/20_09:00,Last year wind energy generated enough electricity to power 17.5 million homes: http://ofa.bo/hAEbÂ  #ActOnClimate,[]
1345,2016/04/19_15:08,Add your name to support bold action to combat climate change: http://ofa.bo/jA3HÂ  #ActOnClimate,[]
1346,2016/04/19_12:26,Climate change is realâ€”and it's devastating communities across the country.,[]
1347,2016/04/19_12:26,We have #ActOnClimate now.pic.twitter.com/RD8EC74QXZ,[]
1348,2016/04/19_10:52,The wind energy industry keeps growingâ€”here's the latest on its record-setting year: http://ofa.bo/a5w9Â  #ActOnClimate,[]
1349,2016/04/19_08:43,Stand up today for a fair Supreme Court nomination process: http://ofa.bo/c5rjÂ  #DoYourJob,[]
1350,2016/04/18_15:23,Happy National Park Week.,[]
1351,2016/04/18_15:23,Go #FindYourPark today.,[]
1352,2016/04/18_15:23,http://ofa.bo/gA5FÂ pic.twitter.com/uTNnDkSw6O,[]
1353,2016/04/18_13:56,President Obama's #ImmigrationAction could have a big economic impact.pic.twitter.com/ss6UaGH8C3,[]
1354,2016/04/18_12:55,Last month continued the streak of record-breaking global temperatures.,[]
1355,2016/04/18_12:55,http://ofa.bo/yQmÂ  #ActOnClimate,[]
1356,2016/04/18_10:56,This is unprecedented.,[]
1357,2016/04/18_10:56,#DoYourJobpic.twitter.com/bAo3uLvDtT,[]
1358,2016/04/18_08:44,Show your support for a fair hearing and timely up-or-down vote for Judge Merrick Garland: http://ofa.bo/e5qwÂ  #DoYourJob,[]
1359,2016/04/15_13:57,Editorial boards are making their voices heard on the #SCOTUS nomination process.,[]
1360,2016/04/15_13:57,See what they're saying: http://ofa.bo/yQdÂ,[]
1361,2016/04/15_08:55,Add your name if you think the Senate should give Judge Garland fair consideration: http://ofa.bo/uOxÂ pic.twitter.com/JjJMIwiEbF,[]
1362,2016/04/14_14:53,See what editorial boards are saying about Senate leaders' refusal to give Judge Garland a fair hearing: http://ofa.bo/uOqÂ,[]
1363,2016/04/14_10:32,This kind of Senate obstructionism is completely unprecedented.,[]
1364,2016/04/14_10:32,#DoYourJobpic.twitter.com/gPazJAImPi,[]
1365,2016/04/14_09:14,Climate change means wildfires are now a continual threat in some parts of the country: http://ofa.bo/wQoÂ  #ActOnClimate,[]
1366,2016/04/13_12:05,LIVE: President Obama is delivering remarks at the #WHScienceFair.,[]
1367,2016/04/13_12:05,http://ofa.bo/d5seÂ,[]
1368,2016/04/13_10:45,Tune in at 2:50 p.m.,[]
1369,2016/04/13_10:45,ET to watch President Obama speak at the #WHScienceFair: http://ofa.bo/hADcÂ,[]
1370,2016/04/13_10:19,Judge Garland is highly qualified for the Supreme Courtâ€”he deserves a hearing.,[]
1371,2016/04/13_10:19,http://ofa.bo/xOnÂ  #DoYourJobpic.twitter.com/6D9Adjikoz,[]
1372,2016/04/13_08:46,Read why having nine Supreme Court justices is critical for our judicial system: http://ofa.bo/z0PlÂ  #DoYourJob,[]
1373,2016/04/12_15:13,It's time.,[]
1374,2016/04/12_15:13,#EqualPayDaypic.twitter.com/VpcBDOHABW,[]
1375,2016/04/12_14:13,Improving gender equality would add at least $2.1 trillion to U.S. gross domestic product by 2025. http://ofa.bo/c5rCÂ  #EqualPayDay,['U.S.']
1376,2016/04/12_12:25,Retweet if you agree.,[]
1377,2016/04/12_12:25,#EqualPayDaypic.twitter.com/tOZuPJJsX5,[]
1378,2016/04/12_10:37,Stand up for equal payâ€”add your name now: http://ofa.bo/fA5nÂ  #EqualPayDay,[]
1379,2016/04/12_09:23,I'm here to say we will close the wage gap.,[]
1380,2016/04/12_09:23,â€”President Obama #EqualPayDayhttp://www.snappytv.com/tc/1710484Â,[]
1381,2016/04/12_08:36,LIVE: President Obama is speaking about women's equality on #EqualPayDay.,[]
1382,2016/04/12_08:36,http://ofa.bo/fA5jÂ,[]
1383,2016/04/12_08:06,Tune in at 11:25 a.m.,[]
1384,2016/04/12_08:06,ET to watch as President Obama designates a new national monument honoring women's equality: http://ofa.bo/uOXÂ,[]
1385,2016/04/11_14:50,Side by side.,[]
1386,2016/04/11_14:50,#NationalPetDaypic.twitter.com/nvursfUJqE,[]
1387,2016/04/11_12:29,We cannot let political gridlock and dysfunction spread to our Supreme Court.pic.twitter.com/ieJPV45nK5,[]
1388,2016/04/11_10:11,It's time for the United States to #LeadOnLeaveâ€”show your support if you agree: http://ofa.bo/fA5eÂ,['the United States']
1389,2016/04/11_08:34,Retweet if you believe it's time for the United States to #LeadOnLeave.pic.twitter.com/8jsAkBBqzx,['the United States']
1390,2016/04/08_14:23,Speak up for a fair hearing for Judge Merrick Garland: http://ofa.bo/gA4NÂ  #DoYourJob,[]
1391,2016/04/08_11:52,This is unprecedented.,[]
1392,2016/04/08_11:52,#DoYourJobpic.twitter.com/kMdn564dCW,[]
1393,2016/04/08_10:04,Add a comment if you agree: American workers shouldn't have to choose between their health and a paycheck.,[]
1394,2016/04/08_10:04,http://ofa.bo/b5wEÂ,['http://ofa.bo/b5wEÂ']
1395,2016/04/08_08:45,Working families in America should have the basic security of paid sick leave.,['America']
1396,2016/04/08_08:45,#LeadOnLeavepic.twitter.com/0jxbEnUUJg,[]
1397,2016/04/07_15:06,If you think Judge Merrick Garland deserves a fair hearing and an up-or-down vote add your name: http://ofa.bo/jA21Â  #DoYourJob,[]
1398,2016/04/07_12:47,LIVE: The President is at @UChicagoLaw discussing why Judge Garland deserves a fair hearing and an up-or-down vote.,[]
1399,2016/04/07_12:47,http://ofa.bo/yPPÂ,[]
1400,2016/04/07_12:02,Tune in at 3:30 p.m.,[]
1401,2016/04/07_12:02,ET to watch President Obama speak about the #SCOTUS nomination process at @UChicagoLaw: http://ofa.bo/e5psÂ,[]
1402,2016/04/07_11:12,Read what a former @UChicagoLaw student learned from Professor Obama: http://ofa.bo/uOLÂ pic.twitter.com/9DrfKTYIAS,[]
1403,2016/04/07_10:03,Show your support for the proposal to expand paid sick leaveâ€”add a comment today: http://ofa.bo/hACxÂ  #LeadOnLeave,['http://ofa.bo/hACxÂ']
1404,2016/04/07_08:34,The U.S. is the only advanced nation that doesn't guarantee paid sick leaveâ€”it's time to change that.,"['U.S.', 'leaveâ€”it']"
1405,2016/04/07_08:34,#LeadOnLeavepic.twitter.com/LoUwswnXLg,[]
1406,2016/04/06_15:17,The Senate has more than enough time to give Judge Garland a fair up-or-down vote.,[]
1407,2016/04/06_15:17,#DoYourJobpic.twitter.com/ybHNMwMWLm,[]
1408,2016/04/06_11:27,Add your voice to the thousands calling on Senate leaders to give Judge Merrick Garland a fair hearing: http://ofa.bo/hACuÂ  #DoYourJob,[]
1409,2016/04/06_08:55,If we don't #ActOnClimate now the sea level could rise by more than six feet by the end of the century:http://ofa.bo/uOBÂ,[]
1410,2016/04/05_15:13,Clean energy currently employs 2.5 million people in the United States.,['the United States']
1411,2016/04/05_15:13,Check it out: http://ofa.bo/gA3qÂ  #ActOnClimate,[]
1412,2016/04/05_13:09,Ten million workers in California and New York now have better economic security: http://ofa.bo/iA5vÂ  #RaiseTheWage,"['California', 'New York']"
1413,2016/04/05_09:16,LIVE: President Obama is delivering a statement on the economy.,[]
1414,2016/04/05_09:16,http://ofa.bo/z0OhÂ,[]
1415,2016/04/05_08:34,Tune in at 12:15 p.m.,[]
1416,2016/04/05_08:34,ET to watch President Obama deliver a statement about the economy: http://ofa.bo/z0OgÂ,[]
1417,2016/04/04_14:23,Supreme Court struggles with just eight justices.,[]
1418,2016/04/04_14:23,http://ofa.bo/iA5LÂ  #DoYourJob,[]
1419,2016/04/04_12:36,An overwhelming majority of Americans want a fair #SCOTUS nomination processâ€”add your name if you're one of them: http://ofa.bo/c5pvÂ,[]
1420,2016/04/04_10:38,Judge Merrick Garland received bipartisan support in the past.,[]
1421,2016/04/04_10:38,Today should be no different.,[]
1422,2016/04/04_10:38,#DoYourJobpic.twitter.com/4S4E2x8RZk,[]
1423,2016/04/04_09:06,Stay informed and get the facts with the @OFA Truth Team: http://ofa.bo/c5pjÂ pic.twitter.com/ypohneIQcS,[]
1424,2016/04/01_12:16,Our economy is making real progress but we have to keep fighting to make sure that it works for everybody.pic.twitter.com/i10j4c9dTo,[]
1425,2016/04/01_10:54,Another encouraging jobs report as the longest streak of private-sector job growth on record continues.http://ofa.bo/hABdÂ,[]
1426,2016/04/01_09:12,The United States of America has the strongest most durable economy in the worldâ€”and it's getting better.pic.twitter.com/mCyYWccvf5,['The United States of America']
1427,2016/04/01_07:30,The economy added 215000 jobs in Marchâ€”a record-breaking 73 months of private-sector job growth.,[]
1428,2016/03/31_15:41,This is itâ€”your last chance to win a free trip to Chicago to meet James Taylor: http://ofa.bo/c5pKÂ pic.twitter.com/y8BYvl0HIb,['Chicago']
1429,2016/03/31_14:22,DEADLINE: Chip in to support this grassroots movement before midnight tonight.,[]
1430,2016/03/31_14:22,http://ofa.bo/iA4nÂ pic.twitter.com/DJDHZQMMWn,[]
1431,2016/03/31_13:12,You've got a friend that wants to meet James Taylor?,[]
1432,2016/03/31_13:12,Enter today and you could both be heading to Chicago: http://ofa.bo/jA0fÂ,['Chicago']
1433,2016/03/31_11:57,Marriage equality.,[]
1434,2016/03/31_11:57,Obamacare.,[]
1435,2016/03/31_11:57,A global climate agreement.,[]
1436,2016/03/31_11:57,Push for more progress: http://ofa.bo/d5qTÂ pic.twitter.com/OFqJ3OUjoM,[]
1437,2016/03/31_09:56,Get weekly updates on everything from the #SCOTUS nomination process to climate change: http://ofa.bo/c5pEÂ pic.twitter.com/Ms5hVDn8se,[]
1438,2016/03/31_08:14,Calling all supportersâ€”the fundraising deadline is here.,[]
1439,2016/03/31_08:14,Do your part to chip in: http://ofa.bo/hABUÂ pic.twitter.com/md6ajk1oki,[]
1440,2016/03/30_15:24,Enjoy the tunes of James Taylor in Chicago this summerâ€”enter before tomorrow's deadline: http://ofa.bo/c5pCÂ pic.twitter.com/hhhBdEhfzq,['Chicago']
1441,2016/03/30_14:23,Time's almost up.,[]
1442,2016/03/30_14:23,Pitch in before the deadline: http://ofa.bo/iA4aÂ pic.twitter.com/lKZxwjirge,[]
1443,2016/03/30_12:13,Tell Senate leaders to do their jobs and give Judge Garland a fair hearing: http://ofa.bo/hABKÂ  #DoYourJobpic.twitter.com/uequq6N7pl,[]
1444,2016/03/30_10:12,Make a play before the big fundraising deadline tomorrowâ€”pitch in now: http://ofa.bo/z0NxÂ pic.twitter.com/fDbZmlBGGz,[]
1445,2016/03/30_08:10,A free flight to Chicago.,['Chicago']
1446,2016/03/30_08:10,A free hotel room.,[]
1447,2016/03/30_08:10,Tickets to see the legendary James Taylor.,[]
1448,2016/03/30_08:10,Enter now: http://ofa.bo/iA49Â,[]
1449,2016/03/29_15:03,Start your enginesâ€”the big fundraising deadline is coming up.,[]
1450,2016/03/29_15:03,Chip in: http://ofa.bo/c5oqÂ pic.twitter.com/v7tSjLAct9,[]
1451,2016/03/29_13:05,Ever met a music legend?,[]
1452,2016/03/29_13:05,Here's your chanceâ€”meet James Taylor in Chicago this summer: http://ofa.bo/z0NcÂ pic.twitter.com/Q0EyXlAXA4,['Chicago']
1453,2016/03/29_11:27,Judge Merrick Garland deserves fair consideration from the Senate: http://ofa.bo/xMgÂ  #DoYourJobpic.twitter.com/IljdAUY3qB,[]
1454,2016/03/29_09:54,Read President Obama's op-ed on why Judge Merrick Garland deserves a Senate hearing: http://ofa.bo/b5tzÂ  #DoYourJob,[]
1455,2016/03/28_14:40,Judge Garland deserves a fair hearing.pic.twitter.com/SZPqoMUI5t,[]
1456,2016/03/28_10:03,Add your name for a chance to see James Taylor perform live in Chicago this summer: http://ofa.bo/fA24Â pic.twitter.com/EhvQXqDcmI,['Chicago']
1457,2016/03/28_07:39,LIVE: President Obama and @FLOTUS are participating in the annual White House #EasterEggRoll.,[]
1458,2016/03/28_07:39,http://ofa.bo/wNIÂ,[]
1459,2016/03/27_10:43,We wish all who celebrate a blessed and joyful Easter.,[]
1460,2016/03/27_10:43,â€”President Obamapic.twitter.com/sSls4YLCYe,[]
1461,2016/03/25_14:40,Michelle and I join our fellow Christians in observing Good Friday and celebrating Easter this weekend.,[]
1462,2016/03/25_14:40,â€”President Obama #GoodFriday,[]
1463,2016/03/25_13:38,Follow @WeNeedNine for updates on the fight to fill the Supreme Court vacancy.,[]
1464,2016/03/25_13:38,#FF,[]
1465,2016/03/25_11:46,Tell Senate leaders to do their jobs and give Judge Garland a fair hearing: http://ofa.bo/uLaÂ  #DoYourJobpic.twitter.com/3hWl3k4gla,['http://ofa.bo/uLaÂ']
1466,2016/03/25_09:59,Judge Garland is a highly qualified nominee to fill the #SCOTUS vacancy.,[]
1467,2016/03/25_09:59,Senators it's time to #DoYourJob.pic.twitter.com/6V9uT2j7GK,[]
1468,2016/03/25_08:16,I believe Judge Garland is exactly the kind of judge we need on the Supreme Court.,[]
1469,2016/03/25_08:16,â€”President Obama http://ofa.bo/e5mgÂ  #DoYourJob,[]
1470,2016/03/24_14:51,Judge Garland deserves fair consideration from the Senate.,[]
1471,2016/03/24_14:51,#DoYourJobpic.twitter.com/gKTzocthGh,[]
1472,2016/03/24_12:58,Join @OFA in calling on Senate leaders to give Judge Garland a fair hearing and a timely vote: http://ofa.bo/wN5Â  #DoYourJob,[]
1473,2016/03/24_11:21,The support for a fair hearing for Judge Garland is growing.,[]
1474,2016/03/24_11:21,#DoYourJobpic.twitter.com/qFYf3senWM,[]
1475,2016/03/24_09:33,LIVE: @VP Biden is urging the Senate to give Judge Merrick Garland a fair hearing and timely up-or-down vote.,[]
1476,2016/03/24_09:33,http://ofa.bo/z0MVÂ,[]
1477,2016/03/24_08:44,Tune in at 12:30 p.m.,[]
1478,2016/03/24_08:44,ET to see @VP Biden speak about why fair consideration for Judge Garland is so important: http://ofa.bo/c5n2Â,[]
1479,2016/03/23_15:42,It's a paws-itively beautiful day.,[]
1480,2016/03/23_15:42,#NationalPuppyDaypic.twitter.com/dRY9SdgpHe,[]
1481,2016/03/23_14:54,Obamacare: Giving young adults (and their parents) peace of mind since 2010.pic.twitter.com/StT3XzFVGB,[]
1482,2016/03/23_13:48,Obamacare is here to stay.pic.twitter.com/sgHCIYtn5w,[]
1483,2016/03/23_10:47,20 million Americans covered: 9 in 10 Americans now have health insurance: Lowest uninsured rate on record: pic.twitter.com/xTyZt3aa82,[]
1484,2016/03/23_09:19,On the sixth anniversary of #Obamacare stand with @OFA and say you'll keep fighting for affordable health care: http://ofa.bo/yMXÂ,[]
1485,2016/03/21_14:37,Want to meet James Taylor in Chicago?,['Chicago']
1486,2016/03/21_14:37,Enter today for your chance: http://ofa.bo/iA25Â pic.twitter.com/Aql1tqH2Ba,[]
1487,2016/03/21_10:48,Judge Merrick Garland deserves fair consideration from the Senate.,[]
1488,2016/03/21_10:48,#DoYourJobpic.twitter.com/9LteYSfKpo,[]
1489,2016/03/21_07:01,Tell Senate leaders: Your constituents expect you to #DoYourJob.,[]
1490,2016/03/21_07:01,http://ofa.bo/c5m6Â pic.twitter.com/qdeP1x3QTC,[]
1491,2016/03/19_12:45,Give Judge Garland the respect he has earned.,[]
1492,2016/03/19_12:45,Give him a hearing.,[]
1493,2016/03/19_12:45,Give him an up-or-down vote.,[]
1494,2016/03/19_12:45,â€”President Obamahttp://ofa.bo/j9yPÂ,[]
1495,2016/03/19_10:13,In the weekly address President Obama urges the Senate to give Judge Garland a fair hearing and timely vote:http://ofa.bo/yM8Â,[]
1496,2016/03/18_14:05,Read from @business editorial board on why Judge Merrick Garland deserves a fair hearing:http://ofa.bo/fA0mÂ,[]
1497,2016/03/18_12:40,Check out how @OFA supporters are calling for a fair #SCOTUS hearing and timely up-or-down vote:http://ofa.bo/fA0lÂ,[]
1498,2016/03/18_10:03,Retweet if you believe Judge Merrick Garland deserves fair consideration.,[]
